,PCA1,PCA2,PCA3,PCA4,PCA5,PCA6,PCA7,Churn Value,Churn
0,-1.568044347934886,3.707774462545134,-0.8111284843989212,-1.1051905274672313,-2.1957050275450305,-2.3297012996127267,0.8429179568793795,1,Customer Left
1,-0.9911556431516676,2.0988407076736832,-2.399139417753957,2.4978351909232237,-0.7889798323176017,-1.743536574260707,-0.34551511481611136,1,Customer Left
2,0.8284924443112834,2.8962623434902204,-0.028755359747854953,0.44544534863112417,-1.8408004263843256,-1.8244844697316605,-1.694784694863623,1,Customer Left
3,1.4909086950841068,2.8082388582787527,-2.5244843828013317,2.229852155319926,-2.392118659539026,-1.3797795138826825,0.7610267297926402,1,Customer Left
4,-0.5255588462661998,2.5699644435276174,-2.910597436394237,2.822807174828345,-2.304779683537294,-1.4534116353486677,0.19290513284343846,1,Customer Left
5,-0.4214472764525439,2.1201858915992218,-1.2140457822401747,-0.3289905080084565,-1.3035377144411422,-2.5338187718311644,-1.3146157182526093,1,Customer Left
6,-2.4313805569150078,2.7896570496741284,-1.1976053709817212,3.137634623742802,-2.4630432647579616,-1.2586649254715714,-0.42645499761576033,1,Customer Left
7,1.1500888540946363,2.7563176888791525,-1.9285914816675367,2.335584359610091,-2.6918197430400777,-0.8184915397377606,2.3330227805056656,1,Customer Left
8,-1.8861870533342966,3.0432892378769645,-2.2526516474179266,2.41940111143004,0.09138784388822063,-0.4883971598065873,0.7852924359029853,1,Customer Left
9,-1.9894345841981875,2.5070220282900006,-0.8908279874931779,0.6232502555439593,-1.4141121281349358,-1.5579122514673205,-0.5185198333634846,1,Customer Left
10,-0.2334698503377219,4.492492096069902,-1.5478621708994957,1.9402590841866538,-0.9433948788247086,-1.3674741169462763,1.3404060464528373,1,Customer Left
11,-1.2924229593935945,2.900457411751255,-1.0770320383127465,-0.9147485910238252,-0.05372789701501118,-1.5321089644828385,-1.089332277442742,1,Customer Left
12,-1.2796378043252112,2.9087035191397654,-0.7826161040344425,0.13246890617639345,-3.3676690137935315,-2.4311182466248975,0.12205081162941266,1,Customer Left
13,-1.7451777768715675,5.961040540905832,-0.22953767892048635,1.3786247150412456,-1.5364530180631146,-1.0427615263100511,3.0809653292681785,1,Customer Left
14,0.24014100332539393,5.373884142630637,-2.6739312456320756,1.117018008122898,0.34966671785606934,-1.091963165912252,0.6768469843200076,1,Customer Left
15,0.12610742526605032,3.417816020355062,-0.5853556383572243,-1.489976077049898,-0.5692707641609174,-1.8891765264398344,-0.9299638352676146,1,Customer Left
16,-1.6221046980229503,4.43473746184308,-1.8450318083405235,-0.07132603450911058,-1.2105931105022638,-1.624491108245153,0.009377991635710776,1,Customer Left
17,-0.9936342952515019,2.8657370865256993,-1.7471341936126106,-1.4985292435084063,-0.5261767447038492,-2.488957951632766,-1.7842453082477228,1,Customer Left
18,-1.062448191102441,4.836947705551392,-2.7127415862390243,0.8305112202424655,0.13920806171721423,-1.7123922012317272,1.1325890917545218,1,Customer Left
19,-0.22565477084095542,2.2229646532523373,-3.6288014670093562,1.2001366100597828,-0.3783630257689231,-2.2593454609165087,-1.3812802503220993,1,Customer Left
20,1.2970136122016342,2.956176534873126,-1.4728740240275773,-0.3662721465239846,-2.1454220474203454,-2.5029660429441525,-1.4109624195405277,1,Customer Left
21,2.6098082548532053,2.564331316345889,-1.7349417664115943,-1.592488240836437,0.32947479398964113,-1.7080221266742106,0.4831673805492213,1,Customer Left
22,-2.6332080500421493,4.110058346498201,-1.370324271227118,0.2801690648952056,-0.95583016232709,-2.212571597460733,1.6672578411209293,1,Customer Left
23,-1.1351911494621119,3.222831114629685,-0.44207497422995284,-1.8800188972256235,-2.4970285393402016,-2.3679066188323414,0.6920224272524824,1,Customer Left
